id,status_text,status_code,is_down,created_at
36403,OK,200,0,2024-09-10 00:46:04
36402,OK,200,0,2024-09-10 00:45:01
36401,OK,200,0,2024-09-10 00:44:02
36400,OK,200,0,2024-09-10 00:42:59
36399,OK,200,0,2024-09-10 00:42:01
36398,OK,200,0,2024-09-10 00:40:57
36397,OK,200,0,2024-09-10 00:39:59
36396,OK,200,0,2024-09-10 00:38:54
36395,OK,200,0,2024-09-10 00:37:57
36394,OK,200,0,2024-09-10 00:36:52
36393,OK,200,0,2024-09-10 00:35:53
36392,OK,200,0,2024-09-10 00:34:50
36391,OK,200,0,2024-09-10 00:33:51
36390,OK,200,0,2024-09-10 00:32:49
36389,OK,200,0,2024-09-10 00:31:49
36388,OK,200,0,2024-09-10 00:30:47
36387,OK,200,0,2024-09-10 00:29:47
36386,OK,200,0,2024-09-10 00:28:45
36385,OK,200,0,2024-09-10 00:27:46
36384,OK,200,0,2024-09-10 00:26:43
36383,OK,200,0,2024-09-10 00:25:45
36382,OK,200,0,2024-09-10 00:24:35
36381,OK,200,0,2024-09-10 00:23:43
36380,OK,200,0,2024-09-10 00:22:33
36379,OK,200,0,2024-09-10 00:21:42
36378,OK,200,0,2024-09-10 00:20:31
36377,OK,200,0,2024-09-10 00:19:41
36376,OK,200,0,2024-09-10 00:18:30
36375,OK,200,0,2024-09-10 00:17:39
36374,OK,200,0,2024-09-10 00:16:28
36373,OK,200,0,2024-09-10 00:15:38
36372,OK,200,0,2024-09-10 00:14:26
36371,OK,200,0,2024-09-10 00:13:36
36370,OK,200,0,2024-09-10 00:12:24
36369,OK,200,0,2024-09-10 00:11:35
36368,OK,200,0,2024-09-10 00:10:23
36367,OK,200,0,2024-09-10 00:09:33
36366,OK,200,0,2024-09-10 00:08:21
36365,OK,200,0,2024-09-10 00:07:31
36364,OK,200,0,2024-09-10 00:06:20
36363,OK,200,0,2024-09-10 00:05:29
36362,OK,200,0,2024-09-10 00:04:18
36361,OK,200,0,2024-09-10 00:03:27
36360,OK,200,0,2024-09-10 00:02:16
36359,OK,200,0,2024-09-10 00:01:25
36358,OK,200,0,2024-09-10 00:00:15
36357,OK,200,0,2024-09-09 23:59:24
36356,OK,200,0,2024-09-09 23:58:12
36355,OK,200,0,2024-09-09 23:57:22
36354,OK,200,0,2024-09-09 23:56:08
36353,OK,200,0,2024-09-09 23:55:21
36352,OK,200,0,2024-09-09 23:54:07
36351,OK,200,0,2024-09-09 23:53:19
36350,OK,200,0,2024-09-09 23:52:04
36349,OK,200,0,2024-09-09 23:51:18
36348,OK,200,0,2024-09-09 23:50:01
36347,OK,200,0,2024-09-09 23:49:16
36346,OK,200,0,2024-09-09 23:47:59
36345,OK,200,0,2024-09-09 23:47:15
36344,OK,200,0,2024-09-09 23:45:58
36343,OK,200,0,2024-09-09 23:45:13
36342,OK,200,0,2024-09-09 23:43:56
36341,OK,200,0,2024-09-09 23:43:11
36340,OK,200,0,2024-09-09 23:41:55
36339,OK,200,0,2024-09-09 23:41:10
36338,OK,200,0,2024-09-09 23:39:53
36337,OK,200,0,2024-09-09 23:39:09
36336,OK,200,0,2024-09-09 23:37:51
36335,OK,200,0,2024-09-09 23:37:07
36334,OK,200,0,2024-09-09 23:35:49
36333,OK,200,0,2024-09-09 23:35:05
36332,OK,200,0,2024-09-09 23:33:48
36331,OK,200,0,2024-09-09 23:33:03
36330,OK,200,0,2024-09-09 23:31:46
36329,OK,200,0,2024-09-09 23:31:01
36328,OK,200,0,2024-09-09 23:29:44
36327,OK,200,0,2024-09-09 23:28:59
36326,OK,200,0,2024-09-09 23:27:43
36325,OK,200,0,2024-09-09 23:26:57
36324,OK,200,0,2024-09-09 23:25:41
36323,OK,200,0,2024-09-09 23:24:56
36322,OK,200,0,2024-09-09 23:23:40
36321,OK,200,0,2024-09-09 23:22:55
36320,OK,200,0,2024-09-09 23:21:38
36319,OK,200,0,2024-09-09 23:20:53
36318,OK,200,0,2024-09-09 23:19:36
36317,OK,200,0,2024-09-09 23:18:51
36316,OK,200,0,2024-09-09 23:17:34
36315,OK,200,0,2024-09-09 23:16:50
36314,OK,200,0,2024-09-09 23:15:33
36313,OK,200,0,2024-09-09 23:14:48
36312,OK,200,0,2024-09-09 23:13:31
36311,OK,200,0,2024-09-09 23:12:46
36310,OK,200,0,2024-09-09 23:11:28
36309,OK,200,0,2024-09-09 23:10:45
36308,OK,200,0,2024-09-09 23:09:26
36307,OK,200,0,2024-09-09 23:08:43
36306,OK,200,0,2024-09-09 23:07:24
36305,OK,200,0,2024-09-09 23:06:41
36304,OK,200,0,2024-09-09 23:05:22
36303,OK,200,0,2024-09-09 23:04:39
36302,OK,200,0,2024-09-09 23:03:21
36301,OK,200,0,2024-09-09 23:02:37
36300,OK,200,0,2024-09-09 23:01:19
36299,OK,200,0,2024-09-09 23:00:35
36298,OK,200,0,2024-09-09 22:59:16
36297,OK,200,0,2024-09-09 22:58:33
36296,OK,200,0,2024-09-09 22:57:14
36295,OK,200,0,2024-09-09 22:56:32
36294,OK,200,0,2024-09-09 22:55:11
36293,OK,200,0,2024-09-09 22:54:30
36292,OK,200,0,2024-09-09 22:53:08
36291,OK,200,0,2024-09-09 22:52:29
36290,OK,200,0,2024-09-09 22:51:06
36289,OK,200,0,2024-09-09 22:50:27
36288,OK,200,0,2024-09-09 22:49:04
