id,status_text,status_code,is_down,created_at
36376,OK,200,0,2024-09-10 00:46:05
36375,OK,200,0,2024-09-10 00:45:02
36374,OK,200,0,2024-09-10 00:44:03
36373,OK,200,0,2024-09-10 00:43:00
36372,OK,200,0,2024-09-10 00:42:01
36371,OK,200,0,2024-09-10 00:40:57
36370,OK,200,0,2024-09-10 00:40:00
36369,OK,200,0,2024-09-10 00:38:56
36368,OK,200,0,2024-09-10 00:37:58
36367,OK,200,0,2024-09-10 00:36:53
36366,OK,200,0,2024-09-10 00:35:56
36365,OK,200,0,2024-09-10 00:34:51
36364,OK,200,0,2024-09-10 00:33:51
36363,OK,200,0,2024-09-10 00:32:49
36362,OK,200,0,2024-09-10 00:31:50
36361,OK,200,0,2024-09-10 00:30:48
36360,OK,200,0,2024-09-10 00:29:48
36359,OK,200,0,2024-09-10 00:28:45
36358,OK,200,0,2024-09-10 00:27:47
36357,OK,200,0,2024-09-10 00:26:44
36356,OK,200,0,2024-09-10 00:25:45
36355,OK,200,0,2024-09-10 00:24:35
36354,OK,200,0,2024-09-10 00:23:44
36353,OK,200,0,2024-09-10 00:22:33
36352,OK,200,0,2024-09-10 00:21:43
36351,OK,200,0,2024-09-10 00:20:32
36350,OK,200,0,2024-09-10 00:19:41
36349,OK,200,0,2024-09-10 00:18:30
36348,OK,200,0,2024-09-10 00:17:40
36347,OK,200,0,2024-09-10 00:16:29
36346,OK,200,0,2024-09-10 00:15:38
36345,OK,200,0,2024-09-10 00:14:26
36344,OK,200,0,2024-09-10 00:13:37
36343,OK,200,0,2024-09-10 00:12:25
36342,OK,200,0,2024-09-10 00:11:35
36341,OK,200,0,2024-09-10 00:10:23
36340,OK,200,0,2024-09-10 00:09:34
36339,OK,200,0,2024-09-10 00:08:22
36338,OK,200,0,2024-09-10 00:07:32
36337,OK,200,0,2024-09-10 00:06:20
36336,OK,200,0,2024-09-10 00:05:30
36335,OK,200,0,2024-09-10 00:04:19
36334,OK,200,0,2024-09-10 00:03:28
36333,OK,200,0,2024-09-10 00:02:17
36332,OK,200,0,2024-09-10 00:01:26
36331,OK,200,0,2024-09-10 00:00:15
36330,OK,200,0,2024-09-09 23:59:24
36329,OK,200,0,2024-09-09 23:58:13
36328,OK,200,0,2024-09-09 23:57:23
36327,OK,200,0,2024-09-09 23:56:09
36326,OK,200,0,2024-09-09 23:55:21
36325,OK,200,0,2024-09-09 23:54:07
36324,OK,200,0,2024-09-09 23:53:20
36323,OK,200,0,2024-09-09 23:52:05
36322,OK,200,0,2024-09-09 23:51:19
36321,OK,200,0,2024-09-09 23:50:01
36320,OK,200,0,2024-09-09 23:49:17
36319,OK,200,0,2024-09-09 23:48:00
36318,OK,200,0,2024-09-09 23:47:15
36317,OK,200,0,2024-09-09 23:45:58
36316,OK,200,0,2024-09-09 23:45:14
36315,OK,200,0,2024-09-09 23:43:57
36314,OK,200,0,2024-09-09 23:43:12
36313,OK,200,0,2024-09-09 23:41:55
36312,OK,200,0,2024-09-09 23:41:10
36311,OK,200,0,2024-09-09 23:39:53
36310,OK,200,0,2024-09-09 23:39:09
36309,OK,200,0,2024-09-09 23:37:52
36308,OK,200,0,2024-09-09 23:37:08
36307,OK,200,0,2024-09-09 23:35:50
36306,OK,200,0,2024-09-09 23:35:06
36305,OK,200,0,2024-09-09 23:33:48
36304,OK,200,0,2024-09-09 23:33:04
36303,OK,200,0,2024-09-09 23:31:47
36302,OK,200,0,2024-09-09 23:31:02
36301,OK,200,0,2024-09-09 23:29:45
36300,OK,200,0,2024-09-09 23:29:00
36299,OK,200,0,2024-09-09 23:27:43
36298,OK,200,0,2024-09-09 23:26:58
36297,OK,200,0,2024-09-09 23:25:42
36296,OK,200,0,2024-09-09 23:24:56
36295,OK,200,0,2024-09-09 23:23:40
36294,OK,200,0,2024-09-09 23:22:55
36293,OK,200,0,2024-09-09 23:21:39
36292,OK,200,0,2024-09-09 23:20:54
36291,OK,200,0,2024-09-09 23:19:37
36290,OK,200,0,2024-09-09 23:18:52
36289,OK,200,0,2024-09-09 23:17:35
36288,OK,200,0,2024-09-09 23:16:50
36287,OK,200,0,2024-09-09 23:15:33
36286,OK,200,0,2024-09-09 23:14:49
36285,OK,200,0,2024-09-09 23:13:32
36284,OK,200,0,2024-09-09 23:12:47
36283,OK,200,0,2024-09-09 23:11:29
36282,OK,200,0,2024-09-09 23:10:45
36281,OK,200,0,2024-09-09 23:09:27
36280,OK,200,0,2024-09-09 23:08:43
36279,OK,200,0,2024-09-09 23:07:24
36278,OK,200,0,2024-09-09 23:06:42
36277,OK,200,0,2024-09-09 23:05:23
36276,OK,200,0,2024-09-09 23:04:40
36275,OK,200,0,2024-09-09 23:03:21
36274,OK,200,0,2024-09-09 23:02:38
36273,OK,200,0,2024-09-09 23:01:20
36272,OK,200,0,2024-09-09 23:00:36
36271,OK,200,0,2024-09-09 22:59:17
36270,OK,200,0,2024-09-09 22:58:33
36269,OK,200,0,2024-09-09 22:57:15
36268,OK,200,0,2024-09-09 22:56:32
36267,OK,200,0,2024-09-09 22:55:12
36266,OK,200,0,2024-09-09 22:54:31
36265,OK,200,0,2024-09-09 22:53:09
36264,OK,200,0,2024-09-09 22:52:29
36263,OK,200,0,2024-09-09 22:51:07
36262,OK,200,0,2024-09-09 22:50:28
36261,OK,200,0,2024-09-09 22:49:04
36260,OK,200,0,2024-09-09 22:48:26
36259,OK,200,0,2024-09-09 22:47:02
36258,OK,200,0,2024-09-09 22:46:24
36257,OK,200,0,2024-09-09 22:45:00
36256,OK,200,0,2024-09-09 22:44:22
36255,OK,200,0,2024-09-09 22:42:59
36254,OK,200,0,2024-09-09 22:42:20
36253,OK,200,0,2024-09-09 22:40:56
36252,OK,200,0,2024-09-09 22:40:18
36251,OK,200,0,2024-09-09 22:38:54
36250,OK,200,0,2024-09-09 22:38:16
36249,OK,200,0,2024-09-09 22:36:53
36248,OK,200,0,2024-09-09 22:36:15
36247,OK,200,0,2024-09-09 22:34:51
36246,OK,200,0,2024-09-09 22:34:13
36245,OK,200,0,2024-09-09 22:32:49
36244,OK,200,0,2024-09-09 22:32:11
36243,OK,200,0,2024-09-09 22:30:46
36242,OK,200,0,2024-09-09 22:30:08
36241,OK,200,0,2024-09-09 22:28:44
36240,OK,200,0,2024-09-09 22:28:04
36239,OK,200,0,2024-09-09 22:26:42
36238,OK,200,0,2024-09-09 22:26:02
36237,OK,200,0,2024-09-09 22:24:38
36236,OK,200,0,2024-09-09 22:24:01
36235,OK,200,0,2024-09-09 22:22:36
36234,OK,200,0,2024-09-09 22:21:58
36233,OK,200,0,2024-09-09 22:20:35
36232,OK,200,0,2024-09-09 22:19:57
36231,OK,200,0,2024-09-09 22:18:33
36230,OK,200,0,2024-09-09 22:17:55
36229,OK,200,0,2024-09-09 22:16:31
36228,OK,200,0,2024-09-09 22:15:54
36227,OK,200,0,2024-09-09 22:14:29
36226,OK,200,0,2024-09-09 22:13:52
36225,OK,200,0,2024-09-09 22:12:28
36224,OK,200,0,2024-09-09 22:11:50
36223,OK,200,0,2024-09-09 22:10:26
36222,OK,200,0,2024-09-09 22:09:49
36221,OK,200,0,2024-09-09 22:08:24
36220,OK,200,0,2024-09-09 22:07:47
36219,OK,200,0,2024-09-09 22:06:21
36218,OK,200,0,2024-09-09 22:05:46
36217,OK,200,0,2024-09-09 22:04:19
36216,OK,200,0,2024-09-09 22:03:43
36215,OK,200,0,2024-09-09 22:02:16
36214,OK,200,0,2024-09-09 22:01:42
36213,OK,200,0,2024-09-09 22:00:13
36212,OK,200,0,2024-09-09 21:59:40
36211,OK,200,0,2024-09-09 21:58:10
36210,OK,200,0,2024-09-09 21:57:39
36209,OK,200,0,2024-09-09 21:56:09
36208,OK,200,0,2024-09-09 21:55:37
36207,OK,200,0,2024-09-09 21:54:06
36206,OK,200,0,2024-09-09 21:53:36
36205,OK,200,0,2024-09-09 21:52:04
36204,OK,200,0,2024-09-09 21:51:35
36203,OK,200,0,2024-09-09 21:50:02
36202,OK,200,0,2024-09-09 21:49:33
36201,OK,200,0,2024-09-09 21:48:00
36200,OK,200,0,2024-09-09 21:47:31
36199,OK,200,0,2024-09-09 21:45:59
36198,OK,200,0,2024-09-09 21:45:30
36197,OK,200,0,2024-09-09 21:43:57
36196,OK,200,0,2024-09-09 21:43:28
36195,OK,200,0,2024-09-09 21:41:55
36194,OK,200,0,2024-09-09 21:41:26
36193,OK,200,0,2024-09-09 21:39:54
36192,OK,200,0,2024-09-09 21:39:24
36191,OK,200,0,2024-09-09 21:37:52
36190,OK,200,0,2024-09-09 21:37:23
36189,OK,200,0,2024-09-09 21:35:50
36188,OK,200,0,2024-09-09 21:35:21
36187,OK,200,0,2024-09-09 21:33:48
36186,OK,200,0,2024-09-09 21:33:19
36185,OK,200,0,2024-09-09 21:31:46
36184,OK,200,0,2024-09-09 21:31:17
36183,OK,200,0,2024-09-09 21:29:44
36182,OK,200,0,2024-09-09 21:29:15
36181,OK,200,0,2024-09-09 21:27:43
36180,OK,200,0,2024-09-09 21:27:13
36179,OK,200,0,2024-09-09 21:25:40
36178,OK,200,0,2024-09-09 21:25:11
36177,OK,200,0,2024-09-09 21:23:38
36176,OK,200,0,2024-09-09 21:23:09
36175,OK,200,0,2024-09-09 21:21:37
36174,OK,200,0,2024-09-09 21:21:08
36173,OK,200,0,2024-09-09 21:19:35
36172,OK,200,0,2024-09-09 21:19:06
36171,OK,200,0,2024-09-09 21:17:34
36170,OK,200,0,2024-09-09 21:17:05
36169,OK,200,0,2024-09-09 21:15:32
36168,OK,200,0,2024-09-09 21:15:03
36167,OK,200,0,2024-09-09 21:13:30
36166,OK,200,0,2024-09-09 21:13:02
36165,OK,200,0,2024-09-09 21:11:28
36164,OK,200,0,2024-09-09 21:10:50
36163,OK,200,0,2024-09-09 21:09:27
36162,OK,200,0,2024-09-09 21:08:49
36161,OK,200,0,2024-09-09 21:07:24
36160,OK,200,0,2024-09-09 21:06:47
36159,OK,200,0,2024-09-09 21:05:23
36158,OK,200,0,2024-09-09 21:04:45
36157,OK,200,0,2024-09-09 21:03:22
36156,OK,200,0,2024-09-09 21:02:44
36155,OK,200,0,2024-09-09 21:01:20
36154,OK,200,0,2024-09-09 21:00:42
36153,OK,200,0,2024-09-09 20:59:18
36152,OK,200,0,2024-09-09 20:58:40
36151,OK,200,0,2024-09-09 20:57:16
36150,OK,200,0,2024-09-09 20:56:39
36149,OK,200,0,2024-09-09 20:55:14
36148,OK,200,0,2024-09-09 20:54:37
36147,OK,200,0,2024-09-09 20:53:13
36146,OK,200,0,2024-09-09 20:52:36
36145,OK,200,0,2024-09-09 20:51:10
36144,OK,200,0,2024-09-09 20:50:35
36143,OK,200,0,2024-09-09 20:49:08
36142,OK,200,0,2024-09-09 20:48:33
36141,OK,200,0,2024-09-09 20:47:05
36140,OK,200,0,2024-09-09 20:46:32
36139,OK,200,0,2024-09-09 20:45:03
36138,OK,200,0,2024-09-09 20:44:26
36137,OK,200,0,2024-09-09 20:43:01
36136,OK,200,0,2024-09-09 20:42:24
36135,OK,200,0,2024-09-09 20:40:59
36134,OK,200,0,2024-09-09 20:40:23
36133,OK,200,0,2024-09-09 20:38:57
36132,OK,200,0,2024-09-09 20:38:21
